Depth_m_idx,rmse,nse,rmse_top10,rmse_bot10,rmse_logged,mean_bias,mean_bias_top10,mean_bias_bot10,nse_top10,nse_bot10,nse_logged,kge,variable,partition,rep_id,model,fold_id,nlayer,nstates
2.5,0.414297,0.950816,0.622505,0.453467,0.055449,0.003773,-0.184646,0.118894,0.116904,0.850166,0.959603,0.962308,DO_mg.L,train,3,rnn,8,1,100
3.0,0.457826,0.939297,0.668641,0.471833,0.062159,-0.13688,-0.353843,-0.018635,0.042905,0.823403,0.948091,0.962063,DO_mg.L,train,3,rnn,8,1,100
3.5,0.504536,0.929375,0.694121,0.662542,inf,-0.147205,-0.37126,0.149163,-0.105321,0.620517,,0.950374,DO_mg.L,train,3,rnn,8,1,100
4.0,0.551011,0.921763,0.722881,0.835323,inf,-0.118494,-0.369888,0.14741,-0.724964,0.345319,,0.946068,DO_mg.L,train,3,rnn,8,1,100
4.5,0.566583,0.931089,0.678086,0.847661,inf,-0.1234,-0.405847,0.199997,-1.244271,0.265983,,0.939612,DO_mg.L,train,3,rnn,8,1,100
5.0,0.648506,0.920584,0.696873,0.822617,inf,-0.14247,-0.412353,0.233487,-1.988017,0.510072,,0.931617,DO_mg.L,train,3,rnn,8,1,100
5.5,0.72445,0.912421,0.849105,0.541848,inf,-0.195733,-0.555416,0.140123,-4.924457,0.759551,,0.928835,DO_mg.L,train,3,rnn,8,1,100
6.0,0.753328,0.916062,1.05999,0.795235,inf,-0.185888,-0.72326,0.256043,-11.60604,0.326931,,0.924462,DO_mg.L,train,3,rnn,8,1,100
6.5,0.737034,0.923936,0.987266,0.736439,inf,-0.069606,-0.466096,0.300841,-8.320274,-2.559692,,0.932172,DO_mg.L,train,3,rnn,8,1,100
7.0,0.6377,0.946112,0.637649,0.604817,inf,-0.013614,-0.284126,0.282151,-1.283064,-1671.619663,,0.93713,DO_mg.L,train,3,rnn,8,1,100
7.5,0.633099,0.948177,0.475892,0.541878,inf,-0.015577,-0.18842,0.342785,-0.034882,-20012.76685,,0.946347,DO_mg.L,train,3,rnn,8,1,100
8.0,0.589825,0.957203,0.556622,,inf,-0.051892,-0.243564,,-0.286452,,,0.940986,DO_mg.L,train,3,rnn,8,1,100
8.5,0.572658,0.961169,0.569453,,inf,-0.05652,-0.239526,,-0.357278,,,0.938585,DO_mg.L,train,3,rnn,8,1,100
9.0,0.541747,0.966673,0.458764,,inf,0.002108,-0.216855,,0.080504,,,0.937617,DO_mg.L,train,3,rnn,8,1,100
9.5,0.542623,0.967704,0.44231,,inf,0.035352,-0.225618,,0.210962,,,0.935775,DO_mg.L,train,3,rnn,8,1,100
10.0,0.558143,0.966617,0.467436,,inf,0.073013,-0.268673,,0.135272,,,0.932926,DO_mg.L,train,3,rnn,8,1,100
0.0,2.237127,-0.509913,2.826706,4.685345,0.31692,0.088993,-2.401822,4.139663,-10.315862,-25.030389,-0.496773,0.117583,DO_mg.L,val,3,rnn,8,1,100
0.5,2.191653,-0.445773,2.441175,4.793817,0.317298,0.15852,-1.934297,4.257794,-7.928966,-29.488732,-0.45239,0.172285,DO_mg.L,val,3,rnn,8,1,100
1.0,2.174955,-0.435937,2.198871,4.803696,0.322534,0.241944,-1.63679,4.242291,-7.928848,-29.6559,-0.423821,0.183518,DO_mg.L,val,3,rnn,8,1,100
1.5,2.106434,-0.405176,1.924554,4.718766,0.319585,0.326369,-1.278609,4.058115,-9.833127,-29.949296,-0.381253,0.223424,DO_mg.L,val,3,rnn,8,1,100
2.0,2.051645,-0.341417,1.86868,4.524916,0.317026,0.338979,-1.111984,3.957791,-9.242844,-27.734149,-0.335355,0.261401,DO_mg.L,val,3,rnn,8,1,100
2.5,2.003645,-0.269773,1.945474,4.354312,0.313934,0.278768,-1.113201,3.674234,-10.391088,-26.161696,-0.29811,0.299551,DO_mg.L,val,3,rnn,8,1,100
3.0,1.932012,-0.204328,2.300583,3.83256,0.298234,0.073101,-1.484423,3.133382,-7.810512,-26.664262,-0.320751,0.354954,DO_mg.L,val,3,rnn,8,1,100
3.5,1.859216,-0.115264,2.448118,3.378061,0.303355,-0.147506,-1.655745,2.568471,-9.159596,-32.491877,-0.37628,0.440656,DO_mg.L,val,3,rnn,8,1,100
4.0,1.858317,-0.03489,2.386687,3.188028,0.341016,-0.25552,-1.518481,2.289703,-13.099611,-31.151702,-0.473857,0.507858,DO_mg.L,val,3,rnn,8,1,100
4.5,1.918526,0.029636,2.229919,3.295127,0.388633,-0.358401,-1.252844,2.646406,-17.154765,-24.185124,-0.415107,0.553199,DO_mg.L,val,3,rnn,8,1,100
5.0,2.135248,-0.040447,2.212191,3.120238,inf,-0.584266,-1.336418,2.330399,-37.293454,-9.692918,,0.546534,DO_mg.L,val,3,rnn,8,1,100
5.5,2.401105,-0.148991,2.524012,2.746895,inf,-0.900088,-1.714412,1.319333,-127.132484,-4.701149,,0.535252,DO_mg.L,val,3,rnn,8,1,100
6.0,2.373754,0.077066,3.115258,2.661424,inf,-0.941516,-2.469781,1.38347,-192.995817,-9.739826,,0.603634,DO_mg.L,val,3,rnn,8,1,100
6.5,2.383974,0.184235,3.397825,2.464466,inf,-0.830969,-2.576324,1.422051,-148.953249,-9.023845,,0.609805,DO_mg.L,val,3,rnn,8,1,100
7.0,2.26483,0.351623,2.819222,1.849533,inf,-0.803132,-2.112332,1.295077,-184.039698,-23.53554,,0.660922,DO_mg.L,val,3,rnn,8,1,100
7.5,2.0552,0.501109,2.375767,0.962266,inf,-0.948134,-1.894578,0.683794,-112.093117,-109.543704,,0.703139,DO_mg.L,val,3,rnn,8,1,100
8.0,2.053853,0.505647,2.272468,0.873409,inf,-1.03164,-1.744609,0.770039,-141.162062,-868.774031,,0.689545,DO_mg.L,val,3,rnn,8,1,100
8.5,2.015424,0.535728,2.032724,0.808088,inf,-1.064434,-1.517328,0.738753,-96.727284,-10219.680943,,0.686648,DO_mg.L,val,3,rnn,8,1,100
9.0,1.909655,0.592182,1.845066,,inf,-0.998002,-1.384462,,-164.124863,,,0.699897,DO_mg.L,val,3,rnn,8,1,100
9.5,1.917526,0.607257,1.992635,,inf,-0.935466,-1.530159,,-205.418306,,,0.698853,DO_mg.L,val,3,rnn,8,1,100
10.0,1.898807,0.62486,1.614099,,inf,-0.887188,-1.226726,,-92.372016,,,0.701138,DO_mg.L,val,3,rnn,8,1,100
0.0,0.53556,0.901247,0.442337,0.439125,0.064625,-0.004735,-0.139237,-0.032876,0.645088,0.878002,0.925418,0.95018,DO_mg.L,train,3,rnn,8,2,100
0.5,0.336599,0.966574,0.618924,0.365182,0.040394,-0.027235,-0.218287,0.060999,0.395653,0.919056,0.975401,0.963619,DO_mg.L,train,3,rnn,8,2,100
1.0,0.294623,0.974308,0.410014,0.401357,0.039913,0.060967,-0.052776,0.127619,0.656707,0.898026,0.976726,0.972551,DO_mg.L,train,3,rnn,8,2,100
1.5,0.286322,0.975728,0.330954,0.34413,0.039144,0.11596,0.04869,0.177635,0.753617,0.92575,0.978619,0.973768,DO_mg.L,train,3,rnn,8,2,100
2.0,0.315362,0.970492,0.355719,0.376514,0.04359,0.156072,0.057909,0.210529,0.71444,0.903018,0.973876,0.97008,DO_mg.L,train,3,rnn,8,2,100
2.5,0.348384,0.965221,0.458597,0.371196,0.047432,0.128435,-0.038382,0.189711,0.520725,0.899602,0.970439,0.962262,DO_mg.L,train,3,rnn,8,2,100
3.0,0.382367,0.957658,0.51629,0.510113,0.060584,-0.001359,-0.183426,0.023228,0.429368,0.793587,0.950689,0.975655,DO_mg.L,train,3,rnn,8,2,100
3.5,0.426896,0.949438,0.457931,0.596008,inf,-0.000226,-0.118493,0.077628,0.518919,0.692907,,0.974466,DO_mg.L,train,3,rnn,8,2,100
4.0,0.43572,0.951078,0.375941,0.686216,inf,0.036812,-0.072048,0.021631,0.533463,0.558182,,0.974255,DO_mg.L,train,3,rnn,8,2,100
4.5,0.434689,0.959438,0.306578,0.627203,inf,0.053206,-0.130855,-0.035895,0.541238,0.598137,,0.978382,DO_mg.L,train,3,rnn,8,2,100
5.0,0.481534,0.956214,0.354196,0.702381,inf,0.079856,-0.172629,0.080558,0.228095,0.642824,,0.967314,DO_mg.L,train,3,rnn,8,2,100
5.5,0.588803,0.942147,0.601109,0.772584,inf,0.066189,-0.356577,0.1888,-1.969155,0.511169,,0.955685,DO_mg.L,train,3,rnn,8,2,100
6.0,0.663345,0.934917,1.072717,0.864993,inf,0.030623,-0.638186,0.287398,-11.910594,0.203668,,0.947695,DO_mg.L,train,3,rnn,8,2,100
6.5,0.642115,0.942266,0.711778,0.436862,inf,0.115171,-0.304612,0.154781,-3.844507,-0.252644,,0.962191,DO_mg.L,train,3,rnn,8,2,100
7.0,0.529051,0.96291,0.552946,0.397093,inf,0.167778,-0.140541,0.133781,-0.716801,-720.000241,,0.962069,DO_mg.L,train,3,rnn,8,2,100
7.5,0.539,0.962437,0.304001,0.315429,inf,0.147969,0.047591,0.092705,0.577696,-6780.566743,,0.957197,DO_mg.L,train,3,rnn,8,2,100
8.0,0.48359,0.971231,0.263521,,inf,0.078798,0.042063,,0.71166,,,0.961238,DO_mg.L,train,3,rnn,8,2,100
8.5,0.519186,0.968082,0.296761,,inf,0.064305,0.029547,,0.631389,,,0.961358,DO_mg.L,train,3,rnn,8,2,100
9.0,0.499643,0.971652,0.261517,,inf,0.113041,0.046944,,0.701207,,,0.955536,DO_mg.L,train,3,rnn,8,2,100
9.5,0.486849,0.974002,0.24567,,inf,0.14644,0.052497,,0.756584,,,0.951222,DO_mg.L,train,3,rnn,8,2,100
10.0,0.548263,0.967789,0.204386,,inf,0.210991,0.068554,,0.834676,,,0.935202,DO_mg.L,train,3,rnn,8,2,100
0.0,1.358636,0.443101,1.789858,2.106196,0.194243,0.297904,-1.177828,1.980768,-3.536946,-4.260111,0.437728,0.622282,DO_mg.L,val,3,rnn,8,2,100
0.5,1.362097,0.441565,1.671902,2.155752,0.197859,0.317117,-1.110168,2.041731,-3.188174,-5.165583,0.435246,0.624013,DO_mg.L,val,3,rnn,8,2,100
1.0,1.369042,0.431058,1.507842,2.335635,0.204671,0.389878,-0.883342,2.203652,-3.19863,-6.247248,0.426656,0.634002,DO_mg.L,val,3,rnn,8,2,100
1.5,1.348601,0.424027,1.290046,2.228736,0.20631,0.453224,-0.508553,2.109317,-3.86748,-5.904162,0.424375,0.65136,DO_mg.L,val,3,rnn,8,2,100
2.0,1.325886,0.439763,1.265153,2.194385,0.206324,0.422445,-0.433198,2.0734,-3.695007,-5.757761,0.434404,0.64923,DO_mg.L,val,3,rnn,8,2,100
2.5,1.308755,0.458248,1.394865,2.09903,0.203814,0.316636,-0.677253,1.942529,-4.855698,-5.311828,0.452856,0.642326,DO_mg.L,val,3,rnn,8,2,100
3.0,1.364095,0.399636,2.102757,1.686538,0.194891,0.131391,-1.368894,1.512141,-6.360441,-4.357145,0.435986,0.622912,DO_mg.L,val,3,rnn,8,2,100
3.5,1.416848,0.352314,2.350706,1.52552,0.199056,0.040656,-1.461804,1.27284,-8.367168,-5.830307,0.40741,0.628132,DO_mg.L,val,3,rnn,8,2,100
4.0,1.523705,0.304245,2.494947,1.778305,0.234136,0.033418,-1.527592,1.191126,-14.40774,-9.00397,0.305227,0.622975,DO_mg.L,val,3,rnn,8,2,100
4.5,1.684998,0.251489,2.239182,2.183253,0.297281,0.011999,-1.079098,1.407641,-17.305909,-10.056251,0.171972,0.617608,DO_mg.L,val,3,rnn,8,2,100
5.0,1.914525,0.16354,2.490885,2.530647,inf,-0.116959,-1.244592,1.259309,-47.549739,-6.033701,,0.60306,DO_mg.L,val,3,rnn,8,2,100
5.5,2.012892,0.192513,1.903391,2.892469,inf,-0.203175,-1.060947,1.185242,-71.867219,-5.321439,,0.627638,DO_mg.L,val,3,rnn,8,2,100
6.0,2.160642,0.235346,2.814467,2.651034,inf,-0.465337,-2.157908,1.752708,-157.342191,-9.65613,,0.647167,DO_mg.L,val,3,rnn,8,2,100
6.5,2.434484,0.149301,3.587642,2.276116,inf,-0.77162,-2.478993,1.546955,-166.175274,-7.550224,,0.607195,DO_mg.L,val,3,rnn,8,2,100
7.0,2.47075,0.228361,2.965834,1.785507,inf,-0.976041,-2.034905,1.392792,-203.78591,-21.866247,,0.624287,DO_mg.L,val,3,rnn,8,2,100
7.5,2.268794,0.392022,2.160999,1.060754,inf,-1.049653,-1.786011,0.7276,-92.570182,-133.330065,,0.668335,DO_mg.L,val,3,rnn,8,2,100
8.0,2.197474,0.434092,1.964919,1.396791,inf,-1.130284,-1.606509,0.993791,-105.286292,-2223.508682,,0.664542,DO_mg.L,val,3,rnn,8,2,100
8.5,2.156099,0.468654,1.701552,0.914562,inf,-1.169351,-1.39412,0.55575,-67.477717,-13090.498591,,0.660621,DO_mg.L,val,3,rnn,8,2,100
9.0,2.047936,0.530982,1.65601,,inf,-1.151061,-1.364534,,-132.019138,,,0.667241,DO_mg.L,val,3,rnn,8,2,100
9.5,2.075469,0.539894,1.755483,,inf,-1.128684,-1.466145,,-159.208771,,,0.661283,DO_mg.L,val,3,rnn,8,2,100
10.0,2.053489,0.561251,1.39457,,inf,-1.125539,-1.200951,,-68.700731,,,0.657874,DO_mg.L,val,3,rnn,8,2,100
0.0,0.565897,0.89498,0.490252,0.42172,0.068947,0.075033,-0.229015,0.117544,0.407501,0.842838,0.926323,0.947597,DO_mg.L,train,3,rnn,9,1,100
0.5,0.362958,0.963023,0.582254,0.367888,0.046546,0.069904,-0.289477,0.183369,0.468459,0.881635,0.971185,0.953552,DO_mg.L,train,3,rnn,9,1,100
1.0,0.356013,0.963978,0.343382,0.461122,0.049795,0.165444,-0.046707,0.258134,0.763802,0.798749,0.968022,0.965606,DO_mg.L,train,3,rnn,9,1,100
1.5,0.380489,0.958308,0.366171,0.419152,0.051983,0.225337,0.110007,0.276133,0.714088,0.834927,0.966427,0.967497,DO_mg.L,train,3,rnn,9,1,100
2.0,0.443375,0.942928,0.415439,0.606166,0.06044,0.260795,0.1564,0.31786,0.64906,0.630552,0.955222,0.961985,DO_mg.L,train,3,rnn,9,1,100
2.5,0.425529,0.948278,0.430605,0.581114,0.059929,0.232048,0.100444,0.303747,0.639571,0.625581,0.956796,0.964626,DO_mg.L,train,3,rnn,9,1,100
3.0,0.390443,0.956238,0.46772,0.439124,0.055467,0.093458,-0.034737,0.133715,0.602937,0.774469,0.961513,0.975546,DO_mg.L,train,3,rnn,9,1,100
3.5,0.44746,0.944238,0.537688,0.628588,inf,0.072146,-0.13617,0.219939,0.439945,0.465591,,0.965675,DO_mg.L,train,3,rnn,9,1,100
4.0,0.488715,0.9384,0.531438,0.757302,inf,0.0969,-0.049854,0.265851,0.153763,0.206865,,0.963508,DO_mg.L,train,3,rnn,9,1,100
4.5,0.539983,0.937029,0.380327,0.940028,inf,0.107054,-0.081124,0.298255,0.430354,-0.132199,,0.960745,DO_mg.L,train,3,rnn,9,1,100
5.0,0.619842,0.92814,0.431512,0.925119,inf,0.100154,-0.164857,0.364733,0.118999,0.263841,,0.949114,DO_mg.L,train,3,rnn,9,1,100
5.5,0.650157,0.929836,0.633918,0.806927,inf,0.062682,-0.273908,0.35014,-1.741602,0.410828,,0.950018,DO_mg.L,train,3,rnn,9,1,100
6.0,0.694774,0.928926,0.833419,0.926426,inf,0.041121,-0.46387,0.366531,-4.861277,-0.09335,,0.9443,DO_mg.L,train,3,rnn,9,1,100
6.5,0.688708,0.934025,0.824611,0.871795,inf,0.048459,-0.399803,0.380736,-4.771124,-5.891168,,0.949514,DO_mg.L,train,3,rnn,9,1,100
7.0,0.58363,0.954969,0.479808,0.547018,inf,0.130255,-0.208834,0.21749,-0.815254,-5522.409803,,0.953537,DO_mg.L,train,3,rnn,9,1,100
7.5,0.510599,0.96652,0.420665,0.474478,inf,0.075227,-0.130558,0.201252,-0.034281,-182101.04676,,0.96655,DO_mg.L,train,3,rnn,9,1,100
8.0,0.465316,0.972928,0.431227,,inf,0.042017,-0.129897,,-0.061017,,,0.978661,DO_mg.L,train,3,rnn,9,1,100
8.5,0.432339,0.977038,0.36838,,inf,0.035793,-0.103786,,0.230575,,,0.984816,DO_mg.L,train,3,rnn,9,1,100
9.0,0.421687,0.978496,0.32419,,inf,0.079813,-0.068088,,0.36048,,,0.976739,DO_mg.L,train,3,rnn,9,1,100
9.5,0.438705,0.977054,0.339081,,inf,0.110783,-0.069969,,0.435125,,,0.968184,DO_mg.L,train,3,rnn,9,1,100
10.0,0.528003,0.96707,0.305982,,inf,0.147914,-0.014073,,0.530012,,,0.956105,DO_mg.L,train,3,rnn,9,1,100
0.0,1.430967,-0.201811,3.239379,1.444062,0.150302,-0.591544,-2.870889,1.100937,-14.795661,-10.21755,-0.226806,0.228722,DO_mg.L,val,3,rnn,9,1,100
0.5,1.42887,-0.200847,3.095041,1.535275,0.152449,-0.56973,-2.735544,1.147994,-17.125533,-11.262157,-0.223121,0.226132,DO_mg.L,val,3,rnn,9,1,100
1.0,1.412609,-0.179626,2.928682,1.592267,0.15354,-0.510697,-2.57093,1.211566,-20.40992,-11.169494,-0.197426,0.215446,DO_mg.L,val,3,rnn,9,1,100
1.5,1.41756,-0.171251,2.825894,1.760236,0.157299,-0.450877,-2.464182,1.527753,-21.88794,-11.330357,-0.18637,0.190619,DO_mg.L,val,3,rnn,9,1,100
2.0,1.441649,-0.103366,2.784042,1.885374,0.164629,-0.358319,-2.410947,1.649492,-20.30504,-8.010543,-0.104475,0.168341,DO_mg.L,val,3,rnn,9,1,100
2.5,1.413631,-0.299613,2.824718,1.42607,0.157899,-0.676405,-2.45109,0.80896,-23.931228,-3.325164,-0.315542,0.268382,DO_mg.L,val,3,rnn,9,1,100
3.0,1.481338,-0.178155,3.025539,1.770988,0.170413,-0.575359,-2.716304,1.535341,-22.943894,-5.276196,-0.147078,0.225005,DO_mg.L,val,3,rnn,9,1,100
3.5,1.438615,-0.142065,2.80884,1.722148,0.16843,-0.584371,-2.491457,1.451145,-21.552998,-3.929666,-0.068915,0.27487,DO_mg.L,val,3,rnn,9,1,100
4.0,1.360646,-0.087952,2.647468,1.52038,0.16267,-0.559595,-2.376881,1.221095,-22.364376,-2.693318,-0.009062,0.345448,DO_mg.L,val,3,rnn,9,1,100
4.5,1.36035,-0.092261,2.520438,1.357159,0.165178,-0.595842,-2.282724,1.058114,-39.531734,-2.237369,-0.003618,0.396914,DO_mg.L,val,3,rnn,9,1,100
5.0,1.282357,0.013577,2.524577,1.15899,0.159967,-0.544994,-2.175231,0.468293,-92.129818,-1.388185,0.114812,0.530546,DO_mg.L,val,3,rnn,9,1,100
5.5,1.348808,0.146329,2.056279,1.613005,0.191524,-0.532576,-1.845958,0.318896,-56.496279,-4.949164,0.113837,0.601784,DO_mg.L,val,3,rnn,9,1,100
6.0,1.723536,0.112065,2.639266,3.116093,0.326643,-0.285565,-2.138464,1.364238,-99.252917,-5.469779,0.049452,0.525579,DO_mg.L,val,3,rnn,9,1,100
6.5,2.040199,0.192505,3.010734,3.26999,inf,0.281289,-1.919048,2.733895,-182.840912,-11.324874,,0.542876,DO_mg.L,val,3,rnn,9,1,100
7.0,2.27913,0.190402,3.031918,1.83696,inf,-0.00877,-1.932633,0.923418,-262.620344,-4.278207,,0.593863,DO_mg.L,val,3,rnn,9,1,100
7.5,2.398246,0.256185,1.471055,3.17135,inf,0.071273,-1.244022,2.08168,-61.062745,-31.621507,,0.627241,DO_mg.L,val,3,rnn,9,1,100
8.0,2.245393,0.424263,2.302947,2.247894,inf,-0.134551,-1.643276,1.40652,-154.904186,-48.986289,,0.706201,DO_mg.L,val,3,rnn,9,1,100
8.5,2.290996,0.462699,2.561498,1.761112,inf,-0.293355,-1.701577,1.022177,-191.030552,-1199.009058,,0.724814,DO_mg.L,val,3,rnn,9,1,100
9.0,1.997995,0.636471,2.795939,,inf,-0.265513,-1.834649,,-330.076701,,,0.806509,DO_mg.L,val,3,rnn,9,1,100
9.5,1.812646,0.729685,2.246166,,inf,-0.144269,-1.522133,,-247.082272,,,0.850808,DO_mg.L,val,3,rnn,9,1,100
10.0,1.667713,0.784581,2.905633,,inf,-0.037483,-1.867983,,-382.519766,,,0.875848,DO_mg.L,val,3,rnn,9,1,100
0.0,0.497691,0.91877,0.449177,0.333326,0.062173,-0.027327,-0.249828,-0.152739,0.502625,0.901817,0.94009,0.954924,DO_mg.L,train,3,rnn,9,2,100
0.5,0.363375,0.962937,0.815698,0.296089,0.043517,-0.048693,-0.467908,-0.118738,-0.043207,0.923329,0.974813,0.97026,DO_mg.L,train,3,rnn,9,2,100
1.0,0.273239,0.978781,0.421283,0.325352,0.038392,0.046819,-0.144067,-0.029398,0.644477,0.899813,0.980991,0.988152,DO_mg.L,train,3,rnn,9,2,100
1.5,0.256729,0.981019,0.300792,0.216471,0.034932,0.106252,0.034001,0.001442,0.807071,0.955972,0.98484,0.97763,DO_mg.L,train,3,rnn,9,2,100
2.0,0.295614,0.974629,0.374562,0.304533,0.040568,0.144158,0.103661,0.021852,0.714724,0.906752,0.979827,0.969994,DO_mg.L,train,3,rnn,9,2,100
2.5,0.321404,0.970493,0.423395,0.295734,0.044633,0.125355,0.036167,-0.009595,0.65154,0.903029,0.976036,0.973724,DO_mg.L,train,3,rnn,9,2,100
3.0,0.375305,0.959565,0.610348,0.398653,0.056215,-0.017365,-0.196236,-0.167522,0.323851,0.814125,0.960467,0.972094,DO_mg.L,train,3,rnn,9,2,100
3.5,0.419715,0.950939,0.615661,0.476696,inf,-0.030681,-0.18388,-0.111274,0.265734,0.692657,,0.970337,DO_mg.L,train,3,rnn,9,2,100
4.0,0.449563,0.947874,0.548095,0.677858,inf,0.023124,-0.052348,0.105713,0.099887,0.364543,,0.970419,DO_mg.L,train,3,rnn,9,2,100
4.5,0.457333,0.95483,0.406341,0.741763,inf,0.039879,-0.010932,0.147749,0.349761,0.295028,,0.973797,DO_mg.L,train,3,rnn,9,2,100
5.0,0.464404,0.959662,0.425827,0.543602,inf,0.005855,-0.034532,0.031105,0.142061,0.745822,,0.97425,DO_mg.L,train,3,rnn,9,2,100
5.5,0.514018,0.956144,0.406772,0.490314,inf,-0.054284,-0.136553,0.009946,-0.128859,0.782469,,0.972222,DO_mg.L,train,3,rnn,9,2,100
6.0,0.556876,0.95434,0.674807,0.476694,inf,-0.083123,-0.322958,0.057695,-2.842597,0.710521,,0.973563,DO_mg.L,train,3,rnn,9,2,100
6.5,0.507407,0.964188,0.585045,0.400407,inf,-0.036218,-0.180203,0.142347,-1.904962,-0.453671,,0.980726,DO_mg.L,train,3,rnn,9,2,100
7.0,0.42686,0.975912,0.410148,0.323881,inf,0.051318,-0.032,0.187521,-0.326426,-1935.313806,,0.98327,DO_mg.L,train,3,rnn,9,2,100
7.5,0.438164,0.975346,0.33174,0.480883,inf,0.04026,-0.005681,0.200343,0.356778,-187050.442168,,0.983554,DO_mg.L,train,3,rnn,9,2,100
8.0,0.395995,0.980393,0.331697,,inf,0.012429,0.001128,,0.372241,,,0.989201,DO_mg.L,train,3,rnn,9,2,100
8.5,0.383123,0.981969,0.283498,,inf,0.010305,0.020007,,0.544307,,,0.990324,DO_mg.L,train,3,rnn,9,2,100
9.0,0.371735,0.983289,0.276323,,inf,0.047797,0.013046,,0.535389,,,0.98473,DO_mg.L,train,3,rnn,9,2,100
9.5,0.390675,0.981803,0.290771,,inf,0.068626,0.002465,,0.584617,,,0.979275,DO_mg.L,train,3,rnn,9,2,100
10.0,0.475424,0.973301,0.239867,,inf,0.113325,0.02182,,0.711174,,,0.965709,DO_mg.L,train,3,rnn,9,2,100
0.0,1.215976,0.132185,2.315393,1.565342,0.12817,-0.344277,-2.172744,1.284614,-7.069818,-12.180883,0.107887,0.348044,DO_mg.L,val,3,rnn,9,2,100
0.5,1.225061,0.11729,2.240453,1.648713,0.131028,-0.328847,-2.145468,1.384599,-8.497948,-13.141133,0.096461,0.327668,DO_mg.L,val,3,rnn,9,2,100
1.0,1.218899,0.121715,2.13704,1.710761,0.13274,-0.269624,-2.059896,1.445663,-10.399768,-13.048151,0.105031,0.316822,DO_mg.L,val,3,rnn,9,2,100
1.5,1.228663,0.120102,2.060026,1.836551,0.136283,-0.210606,-1.957024,1.655275,-11.162986,-12.422702,0.109456,0.29398,DO_mg.L,val,3,rnn,9,2,100
2.0,1.282357,0.126993,2.071743,2.015561,0.146522,-0.112376,-1.955973,1.845511,-10.797833,-9.297878,0.125118,0.26153,DO_mg.L,val,3,rnn,9,2,100
2.5,1.209722,0.04827,2.205218,1.544046,0.133545,-0.465937,-2.104381,1.083891,-14.194852,-4.070387,0.058975,0.35972,DO_mg.L,val,3,rnn,9,2,100
3.0,1.275445,0.126591,2.380315,1.749209,0.14549,-0.347452,-2.307881,1.60332,-13.820339,-5.122778,0.16391,0.330148,DO_mg.L,val,3,rnn,9,2,100
3.5,1.255756,0.129814,2.271344,1.851421,0.147358,-0.323506,-2.199377,1.665913,-13.747426,-4.697535,0.181812,0.330417,DO_mg.L,val,3,rnn,9,2,100
4.0,1.268569,0.054313,2.419943,1.743828,0.150924,-0.297642,-2.298277,1.543625,-18.521048,-3.858697,0.131394,0.316689,DO_mg.L,val,3,rnn,9,2,100
4.5,1.324676,-0.035726,2.6585,1.503616,0.159167,-0.424864,-2.445597,1.253055,-44.093737,-2.973784,0.068094,0.383737,DO_mg.L,val,3,rnn,9,2,100
5.0,1.35099,-0.094837,2.8019,1.341435,0.179436,-0.520508,-2.430391,0.017709,-113.714165,-2.199248,-0.113771,0.552279,DO_mg.L,val,3,rnn,9,2,100
5.5,1.668722,-0.306647,3.164163,1.780639,0.262232,-0.672562,-2.568583,-0.867298,-135.142369,-6.249969,-0.661257,0.510416,DO_mg.L,val,3,rnn,9,2,100
6.0,2.019296,-0.218824,3.662078,2.316157,0.495288,-0.685476,-2.636076,-0.293182,-192.012758,-2.574412,-1.185463,0.515589,DO_mg.L,val,3,rnn,9,2,100
6.5,2.315803,-0.040393,3.383689,2.460984,inf,-0.194075,-2.108807,1.310318,-231.208592,-5.980832,,0.524219,DO_mg.L,val,3,rnn,9,2,100
7.0,2.421308,0.086242,2.913235,2.030674,inf,-0.139708,-1.745005,0.867705,-242.385589,-5.450114,,0.563116,DO_mg.L,val,3,rnn,9,2,100
7.5,2.433515,0.234147,1.05353,3.101262,inf,-0.007069,-0.869027,2.190822,-30.83224,-30.195531,,0.629511,DO_mg.L,val,3,rnn,9,2,100
8.0,2.219672,0.437378,1.471859,2.265859,inf,-0.163912,-1.160683,1.589821,-62.6828,-49.788453,,0.724025,DO_mg.L,val,3,rnn,9,2,100
8.5,2.195992,0.506337,1.92797,1.594529,inf,-0.233611,-1.327292,1.097857,-107.788497,-982.729044,,0.752429,DO_mg.L,val,3,rnn,9,2,100
9.0,1.999172,0.636043,2.233016,,inf,-0.114145,-1.482356,,-210.18206,,,0.813877,DO_mg.L,val,3,rnn,9,2,100
9.5,1.851931,0.717841,1.692507,,inf,0.011543,-1.297222,,-139.855292,,,0.848433,DO_mg.L,val,3,rnn,9,2,100
10.0,1.703321,0.775284,2.54358,,inf,0.11369,-1.67691,,-292.898242,,,0.866743,DO_mg.L,val,3,rnn,9,2,100
0.0,0.5685,0.91053,0.424226,0.377148,0.069744,0.031105,-0.162337,-0.050532,0.690669,0.874304,0.93219,0.951678,DO_mg.L,train,3,rnn,0,1,200
0.5,0.356712,0.969031,0.601955,0.305795,0.045127,0.016856,-0.285948,0.039305,0.397704,0.918219,0.97537,0.976687,DO_mg.L,train,3,rnn,0,1,200
1.0,0.323347,0.974433,0.411957,0.371707,0.043779,0.117031,-0.065318,0.141592,0.636779,0.86923,0.977613,0.980927,DO_mg.L,train,3,rnn,0,1,200
