Depth_m_idx,rmse,nse,rmse_top10,rmse_bot10,rmse_logged,mean_bias,mean_bias_top10,mean_bias_bot10,nse_top10,nse_bot10,nse_logged,kge,variable,partition,rep_id,model,fold_id,nlayer,nstates
9.0,2.115768,0.611903,0.929387,,inf,0.86504,-0.791933,,-39.519803,,,0.726379,DO_mg.L,val,0,rnn,1,2,10
9.5,2.105991,0.631889,1.131607,,inf,0.861783,-1.015535,,-93.131917,,,0.720653,DO_mg.L,val,0,rnn,1,2,10
10.0,2.129942,0.630353,1.386428,,inf,0.831531,-1.301886,,-98.901071,,,0.716343,DO_mg.L,val,0,rnn,1,2,10
0.0,0.9998,0.708694,1.5478,1.164352,0.12843,0.014028,-1.419356,0.719002,-3.234034,-0.141501,0.761073,0.785312,DO_mg.L,train,0,rnn,2,1,10
0.5,1.003998,0.743768,1.941192,1.02362,0.126191,-0.048641,-1.675149,0.657181,-5.331774,0.11052,0.801337,0.780495,DO_mg.L,train,0,rnn,2,1,10
1.0,0.954176,0.76781,1.746185,1.009367,0.123606,0.031101,-1.498999,0.642836,-5.610691,0.058036,0.816527,0.80172,DO_mg.L,train,0,rnn,2,1,10
1.5,0.920355,0.782573,1.627714,0.993578,0.122009,0.082311,-1.320741,0.661502,-5.226728,0.088137,0.828503,0.819344,DO_mg.L,train,0,rnn,2,1,10
2.0,0.936167,0.773094,1.585112,1.040384,0.125033,0.125056,-1.256573,0.668305,-4.813768,-0.067586,0.821689,0.826402,DO_mg.L,train,0,rnn,2,1,10
2.5,0.919712,0.788547,1.669331,1.038749,0.123403,0.040001,-1.335979,0.589368,-5.580742,-0.227523,0.833985,0.841494,DO_mg.L,train,0,rnn,2,1,10
3.0,0.957829,0.767392,1.777233,0.964922,0.126489,-0.059535,-1.408132,0.41045,-5.67318,-0.112844,0.816947,0.844787,DO_mg.L,train,0,rnn,2,1,10
3.5,0.975122,0.765236,1.633013,1.057329,inf,-0.048358,-1.229787,0.42137,-4.69425,-0.464795,,0.853895,DO_mg.L,train,0,rnn,2,1,10
4.0,1.046715,0.74692,1.485978,1.517969,inf,0.038283,-1.079703,0.681774,-5.80164,-2.060034,,0.842347,DO_mg.L,train,0,rnn,2,1,10
4.5,1.046359,0.785471,1.332413,1.524507,inf,0.007557,-0.975974,0.839137,-7.437701,-1.901945,,0.8494,DO_mg.L,train,0,rnn,2,1,10
5.0,1.090764,0.791336,1.109456,1.721092,inf,-0.000214,-0.816646,1.022384,-7.11261,-1.439272,,0.847112,DO_mg.L,train,0,rnn,2,1,10
5.5,1.106887,0.807705,1.180442,1.456436,inf,-0.038831,-0.893174,0.909696,-13.281679,-0.813402,,0.862551,DO_mg.L,train,0,rnn,2,1,10
6.0,1.147817,0.817651,1.357555,1.662644,inf,0.046644,-0.91735,1.092349,-26.614283,-1.910553,,0.860393,DO_mg.L,train,0,rnn,2,1,10
6.5,1.250026,0.795851,1.196347,1.591943,inf,0.324479,-0.692596,1.064436,-17.308111,-15.746683,,0.858446,DO_mg.L,train,0,rnn,2,1,10
7.0,1.214625,0.818314,0.933422,1.234888,inf,0.41532,-0.380049,0.789181,-9.098874,-8302.164182,,0.859375,DO_mg.L,train,0,rnn,2,1,10
7.5,1.156314,0.839686,0.740181,1.112069,inf,0.336857,-0.210584,0.632889,-4.318222,-84291.56373,,0.882039,DO_mg.L,train,0,rnn,2,1,10
8.0,1.025357,0.878537,0.640171,,inf,0.205919,-0.234155,,-2.364462,,,0.912641,DO_mg.L,train,0,rnn,2,1,10
8.5,0.954444,0.898289,0.909912,,inf,0.120753,-0.319085,,-5.512179,,,0.930253,DO_mg.L,train,0,rnn,2,1,10
9.0,0.911293,0.9107,0.682215,,inf,0.13698,-0.241328,,-3.16786,,,0.933486,DO_mg.L,train,0,rnn,2,1,10
9.5,0.893914,0.917023,0.711617,,inf,0.141462,-0.275159,,-3.024314,,,0.934981,DO_mg.L,train,0,rnn,2,1,10
10.0,0.915923,0.914784,0.839398,,inf,0.15098,-0.264433,,-4.050071,,,0.934722,DO_mg.L,train,0,rnn,2,1,10
0.0,1.354784,-0.310264,1.286557,2.120742,0.166604,0.392104,-0.814362,1.763302,-2.991892,-53.834718,-0.345174,0.390608,DO_mg.L,val,0,rnn,2,1,10
0.5,1.296976,-0.259396,0.895369,2.234003,0.160417,0.471776,-0.437989,1.910675,-0.860765,-45.028113,-0.280891,0.461702,DO_mg.L,val,0,rnn,2,1,10
1.0,1.306709,-0.310987,0.785433,2.139027,0.162281,0.562511,-0.51703,1.663221,-0.673239,-45.772424,-0.310764,0.484586,DO_mg.L,val,0,rnn,2,1,10
1.5,1.321556,-0.356017,0.811165,2.15942,0.165574,0.587778,-0.519934,1.74153,-0.821452,-43.682244,-0.358887,0.48826,DO_mg.L,val,0,rnn,2,1,10
2.0,1.347485,-0.362182,0.839719,2.167192,0.171356,0.574824,-0.484175,1.713992,-0.970374,-43.113773,-0.384602,0.484982,DO_mg.L,val,0,rnn,2,1,10
2.5,1.356237,-0.342121,1.002753,2.064999,0.175515,0.493968,-0.685898,1.437622,-1.640212,-36.671608,-0.412287,0.476978,DO_mg.L,val,0,rnn,2,1,10
3.0,1.327775,-0.296101,1.059483,2.084293,0.177467,0.265903,-0.704191,1.497723,-2.393227,-31.036086,-0.470692,0.461461,DO_mg.L,val,0,rnn,2,1,10
3.5,1.341472,-0.200799,1.118732,2.023347,0.187288,0.163205,-0.832452,1.4229,-3.127414,-11.23624,-0.390002,0.485392,DO_mg.L,val,0,rnn,2,1,10
4.0,1.381193,-0.10488,1.19552,1.933452,0.203464,0.124289,-0.929125,1.530946,-4.128567,-5.312219,-0.259699,0.516205,DO_mg.L,val,0,rnn,2,1,10
4.5,1.444978,0.045459,1.232186,2.076402,0.243311,0.092932,-0.971989,1.431566,-4.056567,-2.380434,-0.020946,0.562271,DO_mg.L,val,0,rnn,2,1,10
5.0,1.56055,0.159577,1.47517,2.455953,inf,0.083963,-1.28527,1.866304,-7.580477,-2.582961,,0.57153,DO_mg.L,val,0,rnn,2,1,10
5.5,1.681038,0.220681,1.958303,2.702333,inf,0.052451,-1.832441,2.308746,-14.049669,-2.9399,,0.548271,DO_mg.L,val,0,rnn,2,1,10
6.0,1.752358,0.295852,2.56152,2.565828,inf,0.05321,-2.354179,2.215064,-27.531533,-6.659282,,0.551819,DO_mg.L,val,0,rnn,2,1,10
6.5,1.89429,0.273952,3.110175,2.593246,inf,0.22071,-2.586248,2.409107,-36.809238,-9.946127,,0.54562,DO_mg.L,val,0,rnn,2,1,10
7.0,1.896881,0.36279,2.367773,2.754933,inf,0.375382,-1.428702,2.684496,-29.17799,-27.268861,,0.609927,DO_mg.L,val,0,rnn,2,1,10
7.5,1.7182,0.521644,1.231774,2.11084,inf,0.482579,-0.397418,2.00965,-20.122748,-177.17091,,0.724451,DO_mg.L,val,0,rnn,2,1,10
8.0,1.679102,0.568026,1.460599,1.528673,inf,0.418334,-0.4052,1.358727,-29.379412,-2279.308415,,0.768194,DO_mg.L,val,0,rnn,2,1,10
8.5,1.656473,0.597653,1.569876,1.592894,inf,0.379076,-0.328952,1.432077,-52.773746,-26841.603849,,0.790359,DO_mg.L,val,0,rnn,2,1,10
9.0,1.581974,0.646358,1.366098,1.457769,inf,0.402736,-0.078039,1.245978,-24.959022,-inf,,0.810118,DO_mg.L,val,0,rnn,2,1,10
9.5,1.575918,0.666373,1.617936,,inf,0.476365,-0.271701,,-35.457466,,,0.806437,DO_mg.L,val,0,rnn,2,1,10
10.0,1.532615,0.695809,0.951223,,inf,0.568403,0.211856,,-13.481007,,,0.79697,DO_mg.L,val,0,rnn,2,1,10
0.0,0.877759,0.77547,1.172875,1.029965,0.113683,0.069715,-0.94479,0.426969,-1.431241,0.106792,0.812792,0.86236,DO_mg.L,train,0,rnn,2,2,10
0.5,0.790584,0.841122,1.419972,0.964004,0.103805,0.0237,-1.120259,0.475314,-2.388038,0.211109,0.865569,0.864099,DO_mg.L,train,0,rnn,2,2,10
1.0,0.749886,0.856591,1.194096,0.944655,0.101962,0.121845,-0.88203,0.498154,-2.091326,0.174945,0.875156,0.8814,DO_mg.L,train,0,rnn,2,2,10
1.5,0.738547,0.85999,1.082086,0.941368,0.101181,0.189245,-0.71522,0.537377,-1.751866,0.181453,0.882056,0.894573,DO_mg.L,train,0,rnn,2,2,10
2.0,0.759177,0.850781,1.033629,0.972866,0.104232,0.228437,-0.635053,0.555886,-1.472108,0.066485,0.876083,0.899213,DO_mg.L,train,0,rnn,2,2,10
2.5,0.758844,0.856049,1.090747,1.0135,0.104868,0.17086,-0.645617,0.500028,-1.809555,-0.168573,0.88011,0.907558,DO_mg.L,train,0,rnn,2,2,10
3.0,0.753477,0.856057,1.149686,0.920096,0.104722,0.060699,-0.727966,0.304086,-1.792562,-0.011852,0.874529,0.916215,DO_mg.L,train,0,rnn,2,2,10
3.5,0.832053,0.829071,1.081328,1.078282,inf,0.043453,-0.671347,0.373535,-1.496731,-0.523428,,0.90731,DO_mg.L,train,0,rnn,2,2,10
4.0,0.922868,0.803266,1.112204,1.310073,inf,0.073905,-0.674398,0.539572,-2.810284,-1.279248,,0.894326,DO_mg.L,train,0,rnn,2,2,10
4.5,0.935587,0.828488,1.1711,1.371795,inf,0.043866,-0.798442,0.60688,-5.518303,-1.349678,,0.887949,DO_mg.L,train,0,rnn,2,2,10
5.0,0.960616,0.83816,1.143214,1.448047,inf,0.01877,-0.792608,0.7031,-7.613804,-0.726702,,0.886007,DO_mg.L,train,0,rnn,2,2,10
5.5,1.023767,0.835501,1.198815,1.424858,inf,-0.05288,-0.928651,0.732859,-13.729712,-0.735619,,0.883713,DO_mg.L,train,0,rnn,2,2,10
6.0,1.074986,0.840058,1.277595,1.443228,inf,-0.082143,-0.894581,0.922736,-23.457124,-1.193042,,0.891949,DO_mg.L,train,0,rnn,2,2,10
6.5,1.054845,0.854627,1.243796,1.21342,inf,0.044414,-0.816557,0.821686,-18.789154,-8.729615,,0.905166,DO_mg.L,train,0,rnn,2,2,10
7.0,1.008091,0.874848,1.130247,0.821444,inf,0.09539,-0.624233,0.567466,-13.806871,-3673.043573,,0.915947,DO_mg.L,train,0,rnn,2,2,10
7.5,0.960515,0.889382,0.601452,0.739137,inf,0.091974,-0.304709,0.459635,-2.511496,-37236.056208,,0.931692,DO_mg.L,train,0,rnn,2,2,10
8.0,0.915465,0.903178,0.681618,,inf,0.022429,-0.323933,,-2.814222,,,0.946305,DO_mg.L,train,0,rnn,2,2,10
8.5,0.92376,0.904723,0.992555,,inf,-0.008504,-0.429584,,-6.748832,,,0.945756,DO_mg.L,train,0,rnn,2,2,10
9.0,0.836848,0.924694,0.748106,,inf,0.042153,-0.354713,,-4.011844,,,0.95107,DO_mg.L,train,0,rnn,2,2,10
9.5,0.796865,0.934062,0.781366,,inf,0.070314,-0.36143,,-3.851858,,,0.949766,DO_mg.L,train,0,rnn,2,2,10
10.0,0.776382,0.938771,0.826992,,inf,0.085887,-0.33429,,-3.9019,,,0.949364,DO_mg.L,train,0,rnn,2,2,10
0.0,1.338195,-0.278372,0.756084,2.178194,0.161759,0.630936,-0.169793,1.99395,-0.378672,-56.845959,-0.26808,0.45934,DO_mg.L,val,0,rnn,2,2,10
0.5,1.335505,-0.335332,0.842521,2.299611,0.161521,0.703335,0.033598,2.049171,-0.647589,-47.771293,-0.298582,0.491643,DO_mg.L,val,0,rnn,2,2,10
1.0,1.364825,-0.430192,0.859815,2.098276,0.165729,0.780136,-0.018335,1.846745,-1.00516,-44.007254,-0.367056,0.507919,DO_mg.L,val,0,rnn,2,2,10
1.5,1.368635,-0.454352,0.889151,1.962611,0.166447,0.777216,-0.003689,1.682986,-1.18852,-35.908735,-0.373257,0.518652,DO_mg.L,val,0,rnn,2,2,10
2.0,1.383802,-0.436597,0.972281,1.888703,0.169324,0.710891,0.059559,1.561779,-1.641581,-32.504786,-0.351961,0.509771,DO_mg.L,val,0,rnn,2,2,10
2.5,1.423139,-0.477798,0.997364,1.560869,0.178172,0.548686,-0.093014,1.120307,-1.611908,-20.523212,-0.45537,0.455265,DO_mg.L,val,0,rnn,2,2,10
3.0,1.417508,-0.477206,0.985928,1.593227,0.190132,0.242788,-0.102998,1.088924,-1.938426,-17.718777,-0.68809,0.395405,DO_mg.L,val,0,rnn,2,2,10
3.5,1.457997,-0.418471,1.069962,1.647029,0.208216,0.092119,-0.235684,1.144844,-2.7754,-7.107928,-0.718,0.39841,DO_mg.L,val,0,rnn,2,2,10
4.0,1.421866,-0.170911,1.087249,1.775773,0.214179,0.021335,-0.352773,1.043151,-3.241705,-4.324641,-0.39587,0.478762,DO_mg.L,val,0,rnn,2,2,10
4.5,1.400515,0.1033,0.989673,1.796778,0.237911,-0.033451,-0.378844,0.939568,-2.262021,-1.531271,0.023866,0.590434,DO_mg.L,val,0,rnn,2,2,10
5.0,1.490371,0.233466,1.308883,2.207008,inf,-0.039267,-0.706219,1.574967,-5.755049,-1.893408,,0.631555,DO_mg.L,val,0,rnn,2,2,10
5.5,1.671127,0.229843,1.769175,2.728504,inf,0.025238,-1.107443,2.225282,-11.283124,-3.016582,,0.58173,DO_mg.L,val,0,rnn,2,2,10
6.0,1.898228,0.173743,2.712992,2.852376,inf,0.184585,-1.902211,2.574394,-31.005639,-8.465565,,0.511473,DO_mg.L,val,0,rnn,2,2,10
6.5,2.238189,-0.013598,3.413659,3.195806,inf,0.488878,-2.342204,2.982927,-44.547906,-15.623931,,0.396465,DO_mg.L,val,0,rnn,2,2,10
7.0,2.369907,0.005361,2.753634,3.566485,inf,0.725112,-1.503831,3.421559,-39.815256,-46.376933,,0.430722,DO_mg.L,val,0,rnn,2,2,10
7.5,2.228309,0.195447,0.820625,2.893354,inf,0.924507,-0.476698,2.684649,-8.37513,-333.756843,,0.556546,DO_mg.L,val,0,rnn,2,2,10
8.0,2.026079,0.371051,0.961375,2.140014,inf,0.832341,-0.540602,1.865108,-12.161412,-4467.867352,,0.637444,DO_mg.L,val,0,rnn,2,2,10
8.5,1.919007,0.460011,1.274817,2.435826,inf,0.773801,-0.600792,2.065023,-34.459751,-62767.696249,,0.675063,DO_mg.L,val,0,rnn,2,2,10
9.0,1.784436,0.550048,1.213093,2.54854,inf,0.733298,-0.581228,2.223997,-19.469758,-inf,,0.711463,DO_mg.L,val,0,rnn,2,2,10
9.5,1.748467,0.589315,1.536685,,inf,0.747754,-0.820732,,-31.887688,,,0.718142,DO_mg.L,val,0,rnn,2,2,10
10.0,1.710373,0.621155,1.062936,,inf,0.789812,-0.422565,,-17.082056,,,0.715894,DO_mg.L,val,0,rnn,2,2,10
0.0,0.900919,0.664586,1.459417,1.049309,0.110155,-0.000775,-1.279278,0.611869,-5.196205,-0.246211,0.7104,0.768032,DO_mg.L,train,0,rnn,3,1,10
0.5,0.899438,0.716849,1.778629,1.068126,0.10867,-0.016882,-1.501909,0.676146,-4.826274,-0.300989,0.755924,0.745704,DO_mg.L,train,0,rnn,3,1,10
1.0,0.866307,0.737066,1.538688,1.115124,0.108478,0.076087,-1.285427,0.740173,-4.640858,-0.352901,0.768725,0.758184,DO_mg.L,train,0,rnn,3,1,10
1.5,0.843049,0.744262,1.422661,1.095373,0.107844,0.132647,-1.143797,0.742736,-3.988839,-0.351298,0.771878,0.773831,DO_mg.L,train,0,rnn,3,1,10
2.0,0.854673,0.73703,1.401396,1.134312,0.111244,0.172057,-1.113732,0.759768,-3.629071,-0.489144,0.763324,0.776429,DO_mg.L,train,0,rnn,3,1,10
2.5,0.852684,0.744255,1.442565,1.155505,0.112457,0.137471,-1.156246,0.744068,-3.572422,-0.544629,0.766413,0.778029,DO_mg.L,train,0,rnn,3,1,10
3.0,0.850276,0.741192,1.546362,1.041718,0.110142,0.006447,-1.230809,0.529047,-3.232942,-0.484205,0.764993,0.792629,DO_mg.L,train,0,rnn,3,1,10
3.5,0.899683,0.725709,1.533837,1.231694,inf,-0.011325,-1.192391,0.598438,-3.304051,-0.681357,,0.803524,DO_mg.L,train,0,rnn,3,1,10
4.0,0.974063,0.711471,1.375477,1.405364,inf,0.046123,-0.933623,0.668488,-3.395142,-0.918895,,0.817795,DO_mg.L,train,0,rnn,3,1,10
4.5,1.007912,0.753733,1.265296,1.60041,inf,0.0882,-0.743032,1.032742,-4.230481,-1.128377,,0.824205,DO_mg.L,train,0,rnn,3,1,10
5.0,1.053644,0.773263,1.057161,1.736793,inf,0.04242,-0.619733,1.170767,-4.835521,-0.739312,,0.824168,DO_mg.L,train,0,rnn,3,1,10
5.5,1.14013,0.774609,1.478849,1.646854,inf,-0.118165,-1.063,1.125612,-15.574481,-0.971788,,0.819385,DO_mg.L,train,0,rnn,3,1,10
6.0,1.247057,0.770459,1.666264,1.542817,inf,-0.227559,-1.242897,1.151968,-33.141683,-1.873044,,0.822486,DO_mg.L,train,0,rnn,3,1,10
6.5,1.171226,0.814617,1.691574,1.278139,inf,-0.105078,-1.063822,0.9293,-34.45071,-13.812219,,0.86565,DO_mg.L,train,0,rnn,3,1,10
7.0,1.006189,0.8739,0.883423,0.827902,inf,0.046689,-0.493575,0.525506,-6.793531,-12651.109198,,0.910798,DO_mg.L,train,0,rnn,3,1,10
7.5,0.951336,0.89216,0.741803,0.758049,inf,0.049105,-0.385296,0.382915,-3.902002,-464810.588389,,0.931897,DO_mg.L,train,0,rnn,3,1,10
8.0,0.897247,0.907396,0.713099,,inf,-0.041579,-0.359426,,-2.751211,,,0.947295,DO_mg.L,train,0,rnn,3,1,10
8.5,0.870438,0.915034,0.876495,,inf,-0.036232,-0.374755,,-4.366596,,,0.951064,DO_mg.L,train,0,rnn,3,1,10
9.0,0.8158,0.927168,0.736903,,inf,0.011534,-0.350071,,-3.548524,,,0.955737,DO_mg.L,train,0,rnn,3,1,10
9.5,0.821377,0.927746,0.69254,,inf,0.044347,-0.360086,,-2.516227,,,0.952847,DO_mg.L,train,0,rnn,3,1,10
10.0,0.838498,0.925933,0.706241,,inf,0.06698,-0.421559,,-2.49266,,,0.950445,DO_mg.L,train,0,rnn,3,1,10
0.0,1.858724,0.336088,2.473947,4.059565,0.296078,0.518023,-2.315986,3.964043,-4.989017,-29.723183,0.271088,0.361693,DO_mg.L,val,0,rnn,3,1,10
0.5,1.878823,0.351799,2.334587,3.929926,0.313422,0.602045,-2.143262,3.832424,-5.413184,-30.245148,0.280982,0.384289,DO_mg.L,val,0,rnn,3,1,10
1.0,1.884208,0.339941,2.175048,3.88967,0.317268,0.684435,-2.006001,3.81532,-5.920239,-36.615548,0.275354,0.393834,DO_mg.L,val,0,rnn,3,1,10
1.5,1.93918,0.319116,2.103901,3.84752,0.334717,0.759523,-1.949541,3.776513,-7.084671,-36.555942,0.256515,0.391693,DO_mg.L,val,0,rnn,3,1,10
2.0,1.96725,0.278277,2.084397,3.786923,0.335936,0.82838,-1.895587,3.730712,-7.300341,-38.839553,0.233758,0.383976,DO_mg.L,val,0,rnn,3,1,10
2.5,1.399689,0.6683,2.206263,2.17731,0.237802,0.270106,-2.076481,2.023781,-9.659524,-15.633604,0.657097,0.656206,DO_mg.L,val,0,rnn,3,1,10
3.0,1.465943,0.621386,2.239011,1.760224,0.224538,0.248466,-2.089717,1.651506,-14.967441,-10.380549,0.668586,0.656431,DO_mg.L,val,0,rnn,3,1,10
3.5,1.463547,0.618086,2.27185,1.600034,0.221012,0.197962,-2.165336,1.501595,-24.472686,-12.043582,0.673633,0.66292,DO_mg.L,val,0,rnn,3,1,10
4.0,1.475981,0.611443,2.266064,1.574519,0.227498,0.180098,-2.118486,1.479869,-80.731014,-14.7062,0.669756,0.667506,DO_mg.L,val,0,rnn,3,1,10
4.5,1.525308,0.599667,2.416691,1.39348,0.234711,0.042313,-2.276386,1.310064,-95.433333,-14.720855,0.668331,0.665341,DO_mg.L,val,0,rnn,3,1,10
5.0,1.471413,0.62811,2.4268,1.54492,0.231385,-0.242018,-2.136631,1.251352,-83.854603,-32.163613,0.689109,0.697186,DO_mg.L,val,0,rnn,3,1,10
5.5,1.53535,0.587189,2.413965,1.246608,0.242202,-0.599009,-2.036617,0.974638,-79.047259,-18.788474,0.663831,0.730628,DO_mg.L,val,0,rnn,3,1,10
6.0,1.689511,0.516003,2.708132,1.320026,0.304835,-0.671666,-2.189155,0.864184,-103.740582,-6.750992,0.575617,0.711298,DO_mg.L,val,0,rnn,3,1,10
6.5,2.017627,0.312935,3.204518,2.388165,inf,-0.512643,-2.661924,1.490505,-119.702568,-8.183008,,0.585068,DO_mg.L,val,0,rnn,3,1,10
7.0,2.246055,0.168433,3.673703,2.519564,inf,-0.622573,-3.193289,1.355688,-93.395576,-10.554049,,0.488235,DO_mg.L,val,0,rnn,3,1,10
7.5,2.121702,0.244904,3.066006,2.591341,inf,-0.62705,-2.782377,2.045588,-25.877496,-23.575228,,0.500113,DO_mg.L,val,0,rnn,3,1,10
8.0,2.118735,0.27754,3.476111,1.795641,inf,-0.9393,-3.174786,1.15933,-29.188923,-30.896151,,0.495056,DO_mg.L,val,0,rnn,3,1,10
8.5,2.111881,0.319383,3.855891,1.284088,inf,-0.955108,-3.51849,0.743199,-35.419026,-636.970504,,0.476338,DO_mg.L,val,0,rnn,3,1,10
9.0,1.915373,0.46344,3.61091,1.267521,inf,-0.819783,-3.338993,0.753669,-23.853306,-inf,,0.50751,DO_mg.L,val,0,rnn,3,1,10
9.5,1.841968,0.530423,3.713262,,inf,-0.694317,-3.429748,,-22.766898,,,0.514903,DO_mg.L,val,0,rnn,3,1,10
10.0,1.77607,0.572444,3.693732,,inf,-0.641406,-3.395092,,-25.591464,,,0.521734,DO_mg.L,val,0,rnn,3,1,10
0.0,0.912503,0.655905,1.349515,1.011923,0.113769,-0.136559,-1.186944,0.590048,-4.298131,-0.158992,0.691086,0.780348,DO_mg.L,train,0,rnn,3,2,10
0.5,0.843598,0.750916,1.662343,1.011728,0.104784,-0.15282,-1.414529,0.642187,-4.089335,-0.16723,0.773067,0.77739,DO_mg.L,train,0,rnn,3,2,10
1.0,0.791598,0.780461,1.423511,1.055095,0.102878,-0.060664,-1.194156,0.685812,-3.82798,-0.211165,0.791986,0.792439,DO_mg.L,train,0,rnn,3,2,10
1.5,0.756172,0.794254,1.312534,1.018172,0.100112,-0.010277,-1.062317,0.680141,-3.246368,-0.167532,0.803416,0.811799,DO_mg.L,train,0,rnn,3,2,10
2.0,0.763567,0.790106,1.2854,1.047842,0.102748,0.0171,-1.018205,0.681005,-2.894476,-0.270758,0.798095,0.818326,DO_mg.L,train,0,rnn,3,2,10
2.5,0.766502,0.793339,1.339625,1.048336,0.103932,-0.032088,-1.057828,0.645291,-2.943139,-0.271398,0.800487,0.820622,DO_mg.L,train,0,rnn,3,2,10
3.0,0.785209,0.779287,1.462471,0.856284,0.1026,-0.182766,-1.120459,0.348422,-2.786122,-0.002834,0.796075,0.839986,DO_mg.L,train,0,rnn,3,2,10
3.5,0.847908,0.75637,1.461426,1.127547,inf,-0.187507,-1.093352,0.45888,-2.907264,-0.40904,,0.839101,DO_mg.L,train,0,rnn,3,2,10
4.0,0.902776,0.752158,1.23051,1.284971,inf,-0.133649,-0.80145,0.547871,-2.517517,-0.604206,,0.842318,DO_mg.L,train,0,rnn,3,2,10
4.5,0.97799,0.768138,1.131205,1.633981,inf,-0.105139,-0.671476,0.980966,-3.180618,-1.218604,,0.831843,DO_mg.L,train,0,rnn,3,2,10
5.0,1.059735,0.770633,0.945713,1.863227,inf,-0.148744,-0.585103,1.040531,-3.669986,-1.001764,,0.831692,DO_mg.L,train,0,rnn,3,2,10
5.5,1.088538,0.794546,1.210886,1.512326,inf,-0.218286,-0.799507,0.931115,-10.112177,-0.662804,,0.851016,DO_mg.L,train,0,rnn,3,2,10
6.0,1.157899,0.802108,1.30325,1.575998,inf,-0.21565,-0.928375,1.072419,-19.885878,-1.997952,,0.848917,DO_mg.L,train,0,rnn,3,2,10
6.5,1.146001,0.822516,1.463072,1.387442,inf,-0.055895,-0.834307,0.966791,-25.520065,-16.453935,,0.871402,DO_mg.L,train,0,rnn,3,2,10
7.0,0.978749,0.880684,0.754586,0.918213,inf,0.03349,-0.440339,0.651485,-4.686096,-15561.93145,,0.904018,DO_mg.L,train,0,rnn,3,2,10
7.5,0.936453,0.895508,0.668492,0.820105,inf,-0.028799,-0.412255,0.487455,-2.980979,-544026.874216,,0.918387,DO_mg.L,train,0,rnn,3,2,10
8.0,0.869306,0.913074,0.725334,,inf,-0.176737,-0.464501,,-2.881035,,,0.920851,DO_mg.L,train,0,rnn,3,2,10
8.5,0.850724,0.918839,0.926993,,inf,-0.191305,-0.495419,,-5.002785,,,0.918802,DO_mg.L,train,0,rnn,3,2,10
9.0,0.795995,0.930662,0.748855,,inf,-0.143882,-0.44642,,-3.697278,,,0.922676,DO_mg.L,train,0,rnn,3,2,10
9.5,0.804434,0.930696,0.634275,,inf,-0.098058,-0.434276,,-1.949462,,,0.921911,DO_mg.L,train,0,rnn,3,2,10
10.0,0.832339,0.927018,0.600059,,inf,-0.040225,-0.425474,,-1.52138,,,0.920361,DO_mg.L,train,0,rnn,3,2,10
0.0,1.638934,0.483817,2.930987,3.117687,0.258558,-0.029905,-2.685285,3.034356,-7.406251,-17.120588,0.444121,0.434572,DO_mg.L,val,0,rnn,3,2,10
0.5,1.622784,0.51643,2.689981,3.229848,0.274738,0.091592,-2.516519,3.159885,-7.514361,-20.104643,0.447517,0.451334,DO_mg.L,val,0,rnn,3,2,10
1.0,1.585112,0.532862,2.298799,3.277768,0.277432,0.213411,-2.151252,3.226624,-6.730104,-25.71151,0.445905,0.46389,DO_mg.L,val,0,rnn,3,2,10
1.5,1.598398,0.537399,2.117681,3.392525,0.293079,0.319477,-1.983994,3.344989,-7.190922,-28.198672,0.429984,0.464781,DO_mg.L,val,0,rnn,3,2,10
2.0,1.576897,0.536278,2.026656,3.36711,0.290467,0.390105,-1.878369,3.32948,-6.846844,-30.496053,0.42714,0.468532,DO_mg.L,val,0,rnn,3,2,10
2.5,1.601705,0.565642,2.076429,3.348783,0.29984,0.278713,-1.949666,3.319746,-8.441857,-38.347745,0.454848,0.476078,DO_mg.L,val,0,rnn,3,2,10
3.0,1.563075,0.56955,2.016462,3.10508,0.281617,0.253799,-1.85668,3.080174,-11.950982,-34.413845,0.478675,0.481465,DO_mg.L,val,0,rnn,3,2,10
3.5,1.478642,0.610168,1.920278,2.824156,0.265642,0.230067,-1.765479,2.795894,-17.198822,-39.636459,0.528514,0.510288,DO_mg.L,val,0,rnn,3,2,10
4.0,1.434845,0.632799,1.936244,2.466678,0.258107,0.224464,-1.750751,2.423078,-58.67091,-37.547854,0.574912,0.545347,DO_mg.L,val,0,rnn,3,2,10
4.5,1.530937,0.596706,2.46551,2.050964,0.257961,0.071958,-2.316846,1.997184,-99.368781,-33.055794,0.599369,0.550636,DO_mg.L,val,0,rnn,3,2,10
5.0,1.613154,0.553011,2.939046,1.879852,0.257344,-0.111485,-2.715582,1.43371,-123.457233,-48.101729,0.615438,0.605232,DO_mg.L,val,0,rnn,3,2,10
5.5,1.700948,0.493338,3.107172,1.64631,0.273013,-0.321877,-2.7869,0.923756,-131.621866,-33.512438,0.572859,0.660736,DO_mg.L,val,0,rnn,3,2,10
6.0,1.771192,0.468073,3.377626,2.023284,0.337017,-0.255443,-2.91899,1.0211,-161.929014,-17.209835,0.481282,0.676746,DO_mg.L,val,0,rnn,3,2,10
6.5,1.84493,0.425519,2.714593,2.637805,inf,0.079703,-2.032092,1.927911,-85.616477,-10.203184,,0.657744,DO_mg.L,val,0,rnn,3,2,10
7.0,2.118161,0.260439,3.067558,2.639327,inf,0.070742,-2.326447,1.630467,-64.815639,-11.678562,,0.569144,DO_mg.L,val,0,rnn,3,2,10
