Depth_m,Temp_C,datetime,DO_mg.L
0.5,28.929,2021-09-03T21:00:00Z,11.488
1,28.949,2021-09-03T21:00:00Z,11.281
1.5,28.577,2021-09-03T21:00:00Z,9.053
2,28.472,2021-09-03T21:00:00Z,9.022
2.5,28.342,2021-09-03T21:00:00Z,8.415
3,27.871,2021-09-03T21:00:00Z,1.417
3.5,24.38,2021-09-03T21:00:00Z,0.15
4,21.825,2021-09-03T21:00:00Z,0.235
4.5,20.316,2021-09-03T21:00:00Z,0.134
5,18.908,2021-09-03T21:00:00Z,0.195
5.5,17.939,2021-09-03T21:00:00Z,0.186
6,16.79,2021-09-03T21:00:00Z,0.137
6.5,16.293,2021-09-03T21:00:00Z,0.177
7,15.566,2021-09-03T21:00:00Z,0.13
7.5,15.307,2021-09-03T21:00:00Z,0.11
8,15.073,2021-09-03T21:00:00Z,0.089
8.5,15.07,2021-09-03T21:00:00Z,0.1
0,28.773,2021-09-03T23:00:00Z,10.359
0.5,28.886,2021-09-03T23:00:00Z,10.285
1,28.991,2021-09-03T23:00:00Z,10.276
1.5,28.762,2021-09-03T23:00:00Z,10.269
2,28.705,2021-09-03T23:00:00Z,9.454
2.5,28.411,2021-09-03T23:00:00Z,7.907
3,27.198,2021-09-03T23:00:00Z,0.213
3.5,24.598,2021-09-03T23:00:00Z,0.307
4,22.203,2021-09-03T23:00:00Z,0.211
4.5,20.764,2021-09-03T23:00:00Z,0.145
5,19.161,2021-09-03T23:00:00Z,0.11
5.5,17.154,2021-09-03T23:00:00Z,0.116
6,16.396,2021-09-03T23:00:00Z,0.087
6.5,15.573,2021-09-03T23:00:00Z,0.07
7,15.181,2021-09-03T23:00:00Z,0.066
7.5,15.101,2021-09-03T23:00:00Z,0.062
8,14.912,2021-09-03T23:00:00Z,0.048
8.5,14.721,2021-09-03T23:00:00Z,0.039
0,28.698,2021-09-04T01:00:00Z,10.281
0.5,28.64,2021-09-04T01:00:00Z,10.214
1,28.665,2021-09-04T01:00:00Z,10.214
1.5,28.737,2021-09-04T01:00:00Z,10.275
2,28.744,2021-09-04T01:00:00Z,10.28
2.5,28.35,2021-09-04T01:00:00Z,7.375
3,26.947,2021-09-04T01:00:00Z,0.276
3.5,23.801,2021-09-04T01:00:00Z,0.211
4,22.773,2021-09-04T01:00:00Z,0.272
4.5,21.215,2021-09-04T01:00:00Z,0.103
5,18.484,2021-09-04T01:00:00Z,0.191
5.5,17.35,2021-09-04T01:00:00Z,0.102
6,16.617,2021-09-04T01:00:00Z,0.095
6.5,15.459,2021-09-04T01:00:00Z,0.059
7,15.329,2021-09-04T01:00:00Z,0.054
7.5,15.495,2021-09-04T01:00:00Z,0.073
8,15.029,2021-09-04T01:00:00Z,0.051
8.5,15,2021-09-04T01:00:00Z,0.045
0,28.511,2021-09-04T03:00:00Z,9.938
0.5,28.551,2021-09-04T03:00:00Z,10.06
1,28.621,2021-09-04T03:00:00Z,10.06
1.5,28.531,2021-09-04T03:00:00Z,10.06
2,28.501,2021-09-04T03:00:00Z,10.051
2.5,27.991,2021-09-04T03:00:00Z,1.995
3,26.397,2021-09-04T03:00:00Z,0.089
3.5,24.187,2021-09-04T03:00:00Z,0.098
4,23.286,2021-09-04T03:00:00Z,0.063
4.5,21.402,2021-09-04T03:00:00Z,0.064
5,18.062,2021-09-04T03:00:00Z,0.043
5.5,16.56,2021-09-04T03:00:00Z,0.032
6,15.813,2021-09-04T03:00:00Z,0.031
6.5,15.34,2021-09-04T03:00:00Z,0.027
7,15.064,2021-09-04T03:00:00Z,0.027
7.5,14.973,2021-09-04T03:00:00Z,0.028
8,14.85,2021-09-04T03:00:00Z,0.028
8.5,14.714,2021-09-04T03:00:00Z,0.026
0,28.498,2021-09-04T05:00:00Z,9.62
0.5,28.562,2021-09-04T05:00:00Z,9.616
1,28.526,2021-09-04T05:00:00Z,9.623
1.5,28.56,2021-09-04T05:00:00Z,9.621
2,28.407,2021-09-04T05:00:00Z,7.188
2.5,27.128,2021-09-04T05:00:00Z,0.159
3,26.037,2021-09-04T05:00:00Z,0.058
3.5,25.163,2021-09-04T05:00:00Z,0.053
4,23.521,2021-09-04T05:00:00Z,0.028
4.5,19.657,2021-09-04T05:00:00Z,0.025
5,17.738,2021-09-04T05:00:00Z,0.023
5.5,16.605,2021-09-04T05:00:00Z,0.025
6,16.039,2021-09-04T05:00:00Z,0.026
6.5,15.882,2021-09-04T05:00:00Z,0.03
7,15.429,2021-09-04T05:00:00Z,0.029
7.5,15.102,2021-09-04T05:00:00Z,0.027
8,14.966,2021-09-04T05:00:00Z,0.038
8.5,14.663,2021-09-04T05:00:00Z,0.026
0,28.684,2021-09-04T19:00:00Z,10.275
0.5,28.704,2021-09-04T19:00:00Z,10.271
1,28.72,2021-09-04T19:00:00Z,10.127
1.5,28.567,2021-09-04T19:00:00Z,10.109
2,28.512,2021-09-04T19:00:00Z,9.966
2.5,28.618,2021-09-04T19:00:00Z,9.243
3,27.596,2021-09-04T19:00:00Z,3.009
3.5,25.988,2021-09-04T19:00:00Z,0.096
4,23.085,2021-09-04T19:00:00Z,0.027
4.5,20.863,2021-09-04T19:00:00Z,0.037
5,18.974,2021-09-04T19:00:00Z,0.023
5.5,17.911,2021-09-04T19:00:00Z,0.024
6,17.17,2021-09-04T19:00:00Z,0.02
6.5,16.279,2021-09-04T19:00:00Z,0.021
7,15.758,2021-09-04T19:00:00Z,0.022
7.5,15.38,2021-09-04T19:00:00Z,0.025
8,15.235,2021-09-04T19:00:00Z,0.027
8.5,14.983,2021-09-04T19:00:00Z,0.029
0,28.501,2021-09-04T21:00:00Z,9.698
0.5,28.571,2021-09-04T21:00:00Z,9.759
1,28.503,2021-09-04T21:00:00Z,9.688
1.5,28.55,2021-09-04T21:00:00Z,9.685
2,28.559,2021-09-04T21:00:00Z,9.678
2.5,28.09,2021-09-04T21:00:00Z,5.351
3,27.445,2021-09-04T21:00:00Z,1.789
3.5,26.486,2021-09-04T21:00:00Z,0.012
4,22.502,2021-09-04T21:00:00Z,0.018
4.5,19.658,2021-09-04T21:00:00Z,0.022
5,17.794,2021-09-04T21:00:00Z,0.019
5.5,17.357,2021-09-04T21:00:00Z,0.019
6,16.528,2021-09-04T21:00:00Z,0.023
6.5,16.181,2021-09-04T21:00:00Z,0.021
7,15.975,2021-09-04T21:00:00Z,0.025
7.5,15.898,2021-09-04T21:00:00Z,0.026
8,15.403,2021-09-04T21:00:00Z,0.025
8.5,15.096,2021-09-04T21:00:00Z,0.029
0,28.488,2021-09-04T23:00:00Z,9.26
0.5,28.405,2021-09-04T23:00:00Z,9.254
1,28.461,2021-09-04T23:00:00Z,9.247
1.5,28.456,2021-09-04T23:00:00Z,9.098
2,28.465,2021-09-04T23:00:00Z,8.951
2.5,28.386,2021-09-04T23:00:00Z,8.515
3,27.819,2021-09-04T23:00:00Z,4.533
3.5,25.617,2021-09-04T23:00:00Z,0.05
4,22.362,2021-09-04T23:00:00Z,0.019
4.5,20.842,2021-09-04T23:00:00Z,0.022
5,19.199,2021-09-04T23:00:00Z,0.024
5.5,18.029,2021-09-04T23:00:00Z,0.015
6,16.826,2021-09-04T23:00:00Z,0.026
6.5,16.506,2021-09-04T23:00:00Z,0.019
7,16.063,2021-09-04T23:00:00Z,0.027
7.5,15.584,2021-09-04T23:00:00Z,0.029
8,15.081,2021-09-04T23:00:00Z,0.025
8.5,14.961,2021-09-04T23:00:00Z,0.024
0,28.476,2021-09-05T01:00:00Z,8.75
0.5,28.397,2021-09-05T01:00:00Z,8.875
1,28.418,2021-09-05T01:00:00Z,8.935
1.5,28.44,2021-09-05T01:00:00Z,8.934
2,28.41,2021-09-05T01:00:00Z,8.879
2.5,28.319,2021-09-05T01:00:00Z,8.814
3,27.954,2021-09-05T01:00:00Z,4.573
3.5,24.854,2021-09-05T01:00:00Z,0.06
4,22.83,2021-09-05T01:00:00Z,0.018
4.5,21.186,2021-09-05T01:00:00Z,0.031
5,18.92,2021-09-05T01:00:00Z,0.025
5.5,18.548,2021-09-05T01:00:00Z,0.029
6,17.218,2021-09-05T01:00:00Z,0.035
6.5,16.458,2021-09-05T01:00:00Z,0.022
7,16.072,2021-09-05T01:00:00Z,0.021
7.5,15.784,2021-09-05T01:00:00Z,0.028
8,15.651,2021-09-05T01:00:00Z,0.025
8.5,15.348,2021-09-05T01:00:00Z,0.025
0,28.369,2021-09-05T03:00:00Z,8.574
0.5,28.335,2021-09-05T03:00:00Z,8.572
1,28.275,2021-09-05T03:00:00Z,8.571
1.5,28.32,2021-09-05T03:00:00Z,8.572
2,28.278,2021-09-05T03:00:00Z,8.507
2.5,28.31,2021-09-05T03:00:00Z,8.508
3,28.159,2021-09-05T03:00:00Z,7.803
3.5,24.549,2021-09-05T03:00:00Z,0.019
4,22.067,2021-09-05T03:00:00Z,0.02
4.5,20.829,2021-09-05T03:00:00Z,0.023
5,19.349,2021-09-05T03:00:00Z,0.023
5.5,17.803,2021-09-05T03:00:00Z,0.023
6,16.543,2021-09-05T03:00:00Z,0.02
6.5,15.767,2021-09-05T03:00:00Z,0.022
7,15.261,2021-09-05T03:00:00Z,0.023
7.5,15.176,2021-09-05T03:00:00Z,0.023
8,15.055,2021-09-05T03:00:00Z,0.025
8.5,14.931,2021-09-05T03:00:00Z,0.029
0,28.25,2021-09-05T05:00:00Z,8.249
0.5,28.14,2021-09-05T05:00:00Z,8.17
1,28.166,2021-09-05T05:00:00Z,8.178
1.5,28.15,2021-09-05T05:00:00Z,8.18
2,28.208,2021-09-05T05:00:00Z,8.182
2.5,28.177,2021-09-05T05:00:00Z,8.181
3,28.199,2021-09-05T05:00:00Z,7.908
3.5,24.948,2021-09-05T05:00:00Z,0.022
4,23.206,2021-09-05T05:00:00Z,0.019
4.5,21.166,2021-09-05T05:00:00Z,0.023
5,17.81,2021-09-05T05:00:00Z,0.022
5.5,16.672,2021-09-05T05:00:00Z,0.021
6,16.196,2021-09-05T05:00:00Z,0.021
6.5,15.563,2021-09-05T05:00:00Z,0.024
7,15.065,2021-09-05T05:00:00Z,0.022
7.5,15.058,2021-09-05T05:00:00Z,0.025
8,14.867,2021-09-05T05:00:00Z,0.025
8.5,14.81,2021-09-05T05:00:00Z,0.027
0,28.905,2021-09-05T19:00:00Z,10.514
0.5,28.971,2021-09-05T19:00:00Z,10.701
1,28.929,2021-09-05T19:00:00Z,10.828
1.5,28.913,2021-09-05T19:00:00Z,11.082
2,28.998,2021-09-05T19:00:00Z,10.843
2.5,28.941,2021-09-05T19:00:00Z,11.168
3,28.63,2021-09-05T19:00:00Z,9.999
3.5,24.529,2021-09-05T19:00:00Z,3.479
4,23.415,2021-09-05T19:00:00Z,2.376
4.5,21.983,2021-09-05T19:00:00Z,2.08
5,19.195,2021-09-05T19:00:00Z,2.168
5.5,17.37,2021-09-05T19:00:00Z,1.755
6,16.912,2021-09-05T19:00:00Z,1.497
6.5,16.307,2021-09-05T19:00:00Z,1.43
7,15.793,2021-09-05T19:00:00Z,0.943
7.5,15.537,2021-09-05T19:00:00Z,0.922
8,15.277,2021-09-05T19:00:00Z,0.846
8.5,15.293,2021-09-05T19:00:00Z,0.741
0,28.804,2021-09-05T21:00:00Z,10.251
0.5,28.792,2021-09-05T21:00:00Z,10.554
1,28.843,2021-09-05T21:00:00Z,10.675
1.5,28.824,2021-09-05T21:00:00Z,10.859
2,28.871,2021-09-05T21:00:00Z,10.847
2.5,28.63,2021-09-05T21:00:00Z,10.51
3,26.389,2021-09-05T21:00:00Z,2.757
3.5,25.598,2021-09-05T21:00:00Z,2.31
4,23.556,2021-09-05T21:00:00Z,1.994
4.5,21.136,2021-09-05T21:00:00Z,1.639
5,19.549,2021-09-05T21:00:00Z,1.383
5.5,17.883,2021-09-05T21:00:00Z,1.473
6,17.122,2021-09-05T21:00:00Z,1.131
6.5,16.219,2021-09-05T21:00:00Z,1.142
7,15.81,2021-09-05T21:00:00Z,0.877
7.5,15.613,2021-09-05T21:00:00Z,0.673
8,15.428,2021-09-05T21:00:00Z,0.66
8.5,15.229,2021-09-05T21:00:00Z,0.523
0,28.589,2021-09-05T23:00:00Z,9.655
0.5,28.508,2021-09-05T23:00:00Z,9.84
1,28.6,2021-09-05T23:00:00Z,10.027
1.5,28.519,2021-09-05T23:00:00Z,10.151
2,28.516,2021-09-05T23:00:00Z,10.279
2.5,28.612,2021-09-05T23:00:00Z,9.442
3,27.253,2021-09-05T23:00:00Z,3.483
3.5,26.055,2021-09-05T23:00:00Z,1.752
4,24.031,2021-09-05T23:00:00Z,1.773
4.5,21.514,2021-09-05T23:00:00Z,1.603
5,19.156,2021-09-05T23:00:00Z,1.178
5.5,17.258,2021-09-05T23:00:00Z,0.82
6,16.694,2021-09-05T23:00:00Z,0.54
6.5,16.173,2021-09-05T23:00:00Z,0.623
7,16.055,2021-09-05T23:00:00Z,0.54
7.5,15.725,2021-09-05T23:00:00Z,0.453
8,15.283,2021-09-05T23:00:00Z,0.346
8.5,15.077,2021-09-05T23:00:00Z,0.291
0,28.333,2021-09-06T01:00:00Z,9.351
0.5,28.375,2021-09-06T01:00:00Z,9.47
1,28.355,2021-09-06T01:00:00Z,9.597
1.5,28.289,2021-09-06T01:00:00Z,9.588
2,28.273,2021-09-06T01:00:00Z,9.716
2.5,27.637,2021-09-06T01:00:00Z,5.897
3,27.001,2021-09-06T01:00:00Z,2.914
3.5,26.092,2021-09-06T01:00:00Z,1.177
4,23.163,2021-09-06T01:00:00Z,1.084
4.5,20.187,2021-09-06T01:00:00Z,0.844
5,18.715,2021-09-06T01:00:00Z,0.569
5.5,17.909,2021-09-06T01:00:00Z,0.493
6,16.662,2021-09-06T01:00:00Z,0.37
6.5,16.228,2021-09-06T01:00:00Z,0.318
7,15.913,2021-09-06T01:00:00Z,0.217
7.5,15.68,2021-09-06T01:00:00Z,0.16
8,15.424,2021-09-06T01:00:00Z,0.176
8.5,15.223,2021-09-06T01:00:00Z,0.136
0,28.055,2021-09-06T03:00:00Z,9.123
0.5,28.244,2021-09-06T03:00:00Z,9.177
1,28.066,2021-09-06T03:00:00Z,9.17
1.5,28.039,2021-09-06T03:00:00Z,9.235
2,28.047,2021-09-06T03:00:00Z,9.162
2.5,28.09,2021-09-06T03:00:00Z,9.071
3,27.358,2021-09-06T03:00:00Z,1.975
3.5,26.577,2021-09-06T03:00:00Z,0.7
4,22.522,2021-09-06T03:00:00Z,0.498
4.5,20.415,2021-09-06T03:00:00Z,0.471
5,18.843,2021-09-06T03:00:00Z,0.299
5.5,17.837,2021-09-06T03:00:00Z,0.178
6,16.836,2021-09-06T03:00:00Z,0.121
6.5,16.335,2021-09-06T03:00:00Z,0.095
7,15.966,2021-09-06T03:00:00Z,0.07
7.5,15.599,2021-09-06T03:00:00Z,0.063
8,15.271,2021-09-06T03:00:00Z,0.052
8.5,15.094,2021-09-06T03:00:00Z,0.041
0,27.828,2021-09-06T05:00:00Z,8.434
0.5,27.819,2021-09-06T05:00:00Z,8.497
1,27.751,2021-09-06T05:00:00Z,8.559
1.5,27.858,2021-09-06T05:00:00Z,8.418
2,27.842,2021-09-06T05:00:00Z,8.486
2.5,27.836,2021-09-06T05:00:00Z,8.339
3,27.458,2021-09-06T05:00:00Z,1.833
3.5,25.89,2021-09-06T05:00:00Z,0.191
4,22.512,2021-09-06T05:00:00Z,0.155
4.5,20.597,2021-09-06T05:00:00Z,0.081
5,18.667,2021-09-06T05:00:00Z,0.042
5.5,17.901,2021-09-06T05:00:00Z,0.032
6,17.025,2021-09-06T05:00:00Z,0.028
6.5,16.191,2021-09-06T05:00:00Z,0.022
7,15.736,2021-09-06T05:00:00Z,0.023
7.5,15.238,2021-09-06T05:00:00Z,0.022
8,15.162,2021-09-06T05:00:00Z,0.028
8.5,15.014,2021-09-06T05:00:00Z,0.024
0,28.352,2021-09-06T19:00:00Z,10.852
0.5,27.985,2021-09-06T19:00:00Z,9.492
1,27.51,2021-09-06T19:00:00Z,8.113
1.5,27.399,2021-09-06T19:00:00Z,6.763
2,27.152,2021-09-06T19:00:00Z,2.929
2.5,27.015,2021-09-06T19:00:00Z,1.078
3,26.731,2021-09-06T19:00:00Z,2.224
3.5,26.418,2021-09-06T19:00:00Z,1.312
4,24.172,2021-09-06T19:00:00Z,0.444
4.5,21.46,2021-09-06T19:00:00Z,0.531
5,19.774,2021-09-06T19:00:00Z,0.428
5.5,18.717,2021-09-06T19:00:00Z,0.374
6,18.029,2021-09-06T19:00:00Z,0.248
6.5,17.471,2021-09-06T19:00:00Z,0.24
7,16.553,2021-09-06T19:00:00Z,0.29
7.5,16.183,2021-09-06T19:00:00Z,0.216
8,15.712,2021-09-06T19:00:00Z,0.121
8.5,15.598,2021-09-06T19:00:00Z,0.09
0,27.842,2021-09-06T21:00:00Z,9.709
0.5,27.752,2021-09-06T21:00:00Z,9.408
1,27.519,2021-09-06T21:00:00Z,7.755
1.5,27.376,2021-09-06T21:00:00Z,5.975
2,27.294,2021-09-06T21:00:00Z,5.207
2.5,27.009,2021-09-06T21:00:00Z,6.711
3,26.913,2021-09-06T21:00:00Z,6.805
3.5,26.645,2021-09-06T21:00:00Z,5.072
4,24.767,2021-09-06T21:00:00Z,1.334
4.5,21.792,2021-09-06T21:00:00Z,0.628
5,19.837,2021-09-06T21:00:00Z,0.417
5.5,19.174,2021-09-06T21:00:00Z,0.25
6,18.581,2021-09-06T21:00:00Z,0.189
6.5,17.391,2021-09-06T21:00:00Z,0.157
7,16.738,2021-09-06T21:00:00Z,0.211
7.5,16.213,2021-09-06T21:00:00Z,0.153
8,15.93,2021-09-06T21:00:00Z,0.095
8.5,15.53,2021-09-06T21:00:00Z,0.069
0,27.505,2021-09-06T23:00:00Z,9.465
0.5,27.621,2021-09-06T23:00:00Z,9.673
1,27.592,2021-09-06T23:00:00Z,9.11
1.5,27.385,2021-09-06T23:00:00Z,8.015
2,27.355,2021-09-06T23:00:00Z,7.271
2.5,27.311,2021-09-06T23:00:00Z,7.242
3,27.12,2021-09-06T23:00:00Z,7.059
3.5,26.991,2021-09-06T23:00:00Z,5.165
4,24.253,2021-09-06T23:00:00Z,1.799
4.5,22.158,2021-09-06T23:00:00Z,0.637
5,20.598,2021-09-06T23:00:00Z,0.272
5.5,19.262,2021-09-06T23:00:00Z,0.246
6,18.564,2021-09-06T23:00:00Z,0.15
6.5,17.348,2021-09-06T23:00:00Z,0.157
7,16.861,2021-09-06T23:00:00Z,0.149
7.5,16.408,2021-09-06T23:00:00Z,0.097
8,16.234,2021-09-06T23:00:00Z,0.058
8.5,15.736,2021-09-06T23:00:00Z,0.082
0,27.808,2021-09-07T01:00:00Z,10.511
0.5,27.851,2021-09-07T01:00:00Z,10.501
1,27.632,2021-09-07T01:00:00Z,10.028
1.5,27.59,2021-09-07T01:00:00Z,9.866
2,27.573,2021-09-07T01:00:00Z,9.873
2.5,27.555,2021-09-07T01:00:00Z,9.237
3,27.373,2021-09-07T01:00:00Z,8.025
3.5,26.722,2021-09-07T01:00:00Z,2.262
4,23.376,2021-09-07T01:00:00Z,0.577
4.5,21.765,2021-09-07T01:00:00Z,0.225
5,20.282,2021-09-07T01:00:00Z,0.167
5.5,19.232,2021-09-07T01:00:00Z,0.126
6,18.346,2021-09-07T01:00:00Z,0.152
6.5,17.421,2021-09-07T01:00:00Z,0.068
7,16.743,2021-09-07T01:00:00Z,0.055
7.5,15.842,2021-09-07T01:00:00Z,0.044
8,15.645,2021-09-07T01:00:00Z,0.052
8.5,15.451,2021-09-07T01:00:00Z,0.052
0,28.111,2021-09-07T03:00:00Z,9.66
0.5,28.078,2021-09-07T03:00:00Z,9.835
1,28.01,2021-09-07T03:00:00Z,9.844
1.5,27.905,2021-09-07T03:00:00Z,9.828
2,27.823,2021-09-07T03:00:00Z,10
2.5,27.744,2021-09-07T03:00:00Z,10.053
3,27.298,2021-09-07T03:00:00Z,4.432
3.5,25.291,2021-09-07T03:00:00Z,1.196
4,24.355,2021-09-07T03:00:00Z,0.318
4.5,22.893,2021-09-07T03:00:00Z,0.118
5,21.554,2021-09-07T03:00:00Z,0.068
5.5,20.256,2021-09-07T03:00:00Z,0.04
6,18.514,2021-09-07T03:00:00Z,0.044
6.5,17.267,2021-09-07T03:00:00Z,0.04
7,16.633,2021-09-07T03:00:00Z,0.031
7.5,16.305,2021-09-07T03:00:00Z,0.033
8,15.964,2021-09-07T03:00:00Z,0.034
8.5,15.839,2021-09-07T03:00:00Z,0.027
0,27.85,2021-09-07T05:00:00Z,9.351
0.5,27.867,2021-09-07T05:00:00Z,9.55
1,27.829,2021-09-07T05:00:00Z,9.666
1.5,27.874,2021-09-07T05:00:00Z,9.802
2,27.784,2021-09-07T05:00:00Z,9.675
2.5,27.778,2021-09-07T05:00:00Z,9.648
3,26.372,2021-09-07T05:00:00Z,1.917
3.5,25.621,2021-09-07T05:00:00Z,0.177
4,24.78,2021-09-07T05:00:00Z,0.162
4.5,23.062,2021-09-07T05:00:00Z,0.05
5,21.541,2021-09-07T05:00:00Z,0.043
5.5,19.263,2021-09-07T05:00:00Z,0.038
6,17.692,2021-09-07T05:00:00Z,0.033
6.5,17.18,2021-09-07T05:00:00Z,0.026
7,16.671,2021-09-07T05:00:00Z,0.022
7.5,16.271,2021-09-07T05:00:00Z,0.019
8,16,2021-09-07T05:00:00Z,0.021
8.5,15.671,2021-09-07T05:00:00Z,0.024
0,28.154,2021-09-07T19:00:00Z,11.164
0.5,28.163,2021-09-07T19:00:00Z,11.104
1,27.889,2021-09-07T19:00:00Z,9.66
1.5,27.605,2021-09-07T19:00:00Z,8.494
2,27.333,2021-09-07T19:00:00Z,6.78
2.5,27.197,2021-09-07T19:00:00Z,5.216
3,27.031,2021-09-07T19:00:00Z,3.837
3.5,26.711,2021-09-07T19:00:00Z,1.938
4,25.397,2021-09-07T19:00:00Z,0.597
4.5,22.901,2021-09-07T19:00:00Z,0.214
5,21.794,2021-09-07T19:00:00Z,0.1
5.5,20.438,2021-09-07T19:00:00Z,0.067
6,19.041,2021-09-07T19:00:00Z,0.046
6.5,18.106,2021-09-07T19:00:00Z,0.039
7,17.367,2021-09-07T19:00:00Z,0.027
7.5,16.998,2021-09-07T19:00:00Z,0.028
8,16.601,2021-09-07T19:00:00Z,0.034
8.5,16.144,2021-09-07T19:00:00Z,0.034
0,27.966,2021-09-07T21:00:00Z,9.939
0.5,28.106,2021-09-07T21:00:00Z,9.922
1,28.109,2021-09-07T21:00:00Z,10.049
1.5,27.931,2021-09-07T21:00:00Z,9.392
2,27.824,2021-09-07T21:00:00Z,8.346
2.5,27.616,2021-09-07T21:00:00Z,6.534
3,27.286,2021-09-07T21:00:00Z,4.936
3.5,26.867,2021-09-07T21:00:00Z,1.822
4,25.497,2021-09-07T21:00:00Z,0.237
4.5,23.441,2021-09-07T21:00:00Z,0.104
5,21.466,2021-09-07T21:00:00Z,0.057
5.5,20.156,2021-09-07T21:00:00Z,0.057
6,19.249,2021-09-07T21:00:00Z,0.053
6.5,18.606,2021-09-07T21:00:00Z,0.041
7,17.774,2021-09-07T21:00:00Z,0.03
7.5,17.151,2021-09-07T21:00:00Z,0.031
8,16.92,2021-09-07T21:00:00Z,0.021
8.5,16.276,2021-09-07T21:00:00Z,0.023
0,27.865,2021-09-07T23:00:00Z,9.135
0.5,27.856,2021-09-07T23:00:00Z,9.179
1,27.799,2021-09-07T23:00:00Z,9.054
1.5,27.768,2021-09-07T23:00:00Z,8.85
2,27.709,2021-09-07T23:00:00Z,8.064
2.5,27.505,2021-09-07T23:00:00Z,6.986
3,27.343,2021-09-07T23:00:00Z,5.827
3.5,26.762,2021-09-07T23:00:00Z,2.144
4,25.229,2021-09-07T23:00:00Z,0.265
4.5,23.379,2021-09-07T23:00:00Z,0.091
5,21.929,2021-09-07T23:00:00Z,0.03
5.5,20.573,2021-09-07T23:00:00Z,0.012
6,19.807,2021-09-07T23:00:00Z,0.009
6.5,18.655,2021-09-07T23:00:00Z,0.011
7,17.805,2021-09-07T23:00:00Z,0.016
7.5,17.295,2021-09-07T23:00:00Z,0.015
8,16.93,2021-09-07T23:00:00Z,0.017
8.5,16.386,2021-09-07T23:00:00Z,0.017
0,27.626,2021-09-08T01:00:00Z,8.179
0.5,27.74,2021-09-08T01:00:00Z,8.176
1,27.69,2021-09-08T01:00:00Z,8.257
1.5,27.722,2021-09-08T01:00:00Z,8.138
2,27.68,2021-09-08T01:00:00Z,8.076
2.5,27.537,2021-09-08T01:00:00Z,7.401
3,27.433,2021-09-08T01:00:00Z,6.275
3.5,26.612,2021-09-08T01:00:00Z,1.655
4,24.993,2021-09-08T01:00:00Z,0.21
4.5,23.351,2021-09-08T01:00:00Z,0.039
5,21.711,2021-09-08T01:00:00Z,0.01
5.5,20.138,2021-09-08T01:00:00Z,0.005
6,18.943,2021-09-08T01:00:00Z,0.009
6.5,18.024,2021-09-08T01:00:00Z,0.011
7,17.28,2021-09-08T01:00:00Z,0.014
7.5,16.893,2021-09-08T01:00:00Z,0.015
8,16.38,2021-09-08T01:00:00Z,0.016
8.5,16.034,2021-09-08T01:00:00Z,0.019
0,27.509,2021-09-08T03:00:00Z,8.177
0.5,27.547,2021-09-08T03:00:00Z,8.175
1,27.505,2021-09-08T03:00:00Z,8.24
1.5,27.563,2021-09-08T03:00:00Z,8.042
2,27.544,2021-09-08T03:00:00Z,7.82
2.5,27.564,2021-09-08T03:00:00Z,7.332
3,27.253,2021-09-08T03:00:00Z,4.778
3.5,26.288,2021-09-08T03:00:00Z,1.223
4,24.757,2021-09-08T03:00:00Z,0.15
4.5,23.592,2021-09-08T03:00:00Z,0.018
5,21.293,2021-09-08T03:00:00Z,0.008
5.5,19.538,2021-09-08T03:00:00Z,0.01
6,18.589,2021-09-08T03:00:00Z,0.008
6.5,18.13,2021-09-08T03:00:00Z,0.009
7,17.53,2021-09-08T03:00:00Z,0.01
7.5,16.619,2021-09-08T03:00:00Z,0.016
8,16.238,2021-09-08T03:00:00Z,0.017
8.5,15.924,2021-09-08T03:00:00Z,0.018
0,27.441,2021-09-08T05:00:00Z,6.874
0.5,27.403,2021-09-08T05:00:00Z,7.312
1,27.421,2021-09-08T05:00:00Z,7.464
1.5,27.466,2021-09-08T05:00:00Z,7.461
2,27.397,2021-09-08T05:00:00Z,7.604
2.5,27.468,2021-09-08T05:00:00Z,7.17
3,27.047,2021-09-08T05:00:00Z,4.615
3.5,26.12,2021-09-08T05:00:00Z,0.981
4,24.898,2021-09-08T05:00:00Z,0.134
4.5,23.449,2021-09-08T05:00:00Z,0.019
5,20.95,2021-09-08T05:00:00Z,0.008
5.5,19.403,2021-09-08T05:00:00Z,0.006
6,18.505,2021-09-08T05:00:00Z,0.008
6.5,17.604,2021-09-08T05:00:00Z,0.009
7,17.071,2021-09-08T05:00:00Z,0.013
7.5,16.521,2021-09-08T05:00:00Z,0.015
8,16.372,2021-09-08T05:00:00Z,0.016
8.5,15.8,2021-09-08T05:00:00Z,0.019
0,27.594,2021-09-08T19:00:00Z,9.523
0.5,27.54,2021-09-08T19:00:00Z,9.715
1,27.596,2021-09-08T19:00:00Z,9.899
1.5,27.518,2021-09-08T19:00:00Z,9.961
2,27.599,2021-09-08T19:00:00Z,9.96
2.5,27.579,2021-09-08T19:00:00Z,10.087
3,27.587,2021-09-08T19:00:00Z,10.086
3.5,27.559,2021-09-08T19:00:00Z,10.018
4,23.182,2021-09-08T19:00:00Z,3.377
4.5,21.759,2021-09-08T19:00:00Z,1.912
5,20.364,2021-09-08T19:00:00Z,1.124
5.5,18.851,2021-09-08T19:00:00Z,0.613
6,17.312,2021-09-08T19:00:00Z,0.397
6.5,16.66,2021-09-08T19:00:00Z,0.242
7,16.252,2021-09-08T19:00:00Z,0.19
7.5,15.99,2021-09-08T19:00:00Z,0.115
